   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
   x
 250
 153
-156
-249
   2
 248
 151
-154
-247
   0
 246
 153
-152
-249
  -3
 248
 155
-154
-251
   0
 250
 153
-156
-249
   2
 248
 151
-154
-247
   0
 246
 153
-152
-249
  -3
 248
 155
-154
-251
   0
 250
 153
-156
-249
   2
 248
 151
-154
-247
   0
 246
 153
-152
-249
  -3
 248
 155
-154
-251
   0
 250
 153
-156
-249
   2
 248
 151
-154
-247
   0
 246
 153
-152
-249
  -3
 248
 155
-154
-251
   0
 250
 153
-156
-249
   2
 248
 151
-154
-247
   0
 246
 153
-152
-249
  -3
 248
